10ClassKind,Depth,icd10Code,icd10Chapter,icd10Title,11ClassKind,Depth,ICD-11 Foundation URI,Linearization (release) URI,icd11Code,icd11Chapter,icd11Title,07/02/2022
category,2,G72.9,VI,"Myopathy, unspecified",category,2,http://id.who.int/icd/entity/1159616108,http://id.who.int/icd/release/11/2022-02/mms/1159616108/unspecified,8C8Z,08,"Secondary myopathies, unspecified",
category,1,G73,VI,Disorders of myoneural junction and muscle in diseases classified elsewhere,category,1,http://id.who.int/icd/entity/1297080916,http://id.who.int/icd/release/11/2022-02/mms/1297080916/unspecified,8D0Z,08,"Diseases of neuromuscular junction or muscle, unspecified",
category,2,G73.0,VI,Myasthenic syndromes in endocrine diseases,category,2,http://id.who.int/icd/entity/1244893501,http://id.who.int/icd/release/11/2022-02/mms/1425591047/unspecified,8C6Z,08,Unspecified myasthenia gravis or neuromuscular junction disorders,
category,2,G73.1,VI,Lambert-Eaton syndrome,category,2,http://id.who.int/icd/entity/796417193,http://id.who.int/icd/release/11/2022-02/mms/796417193,8C62,08,Lambert-Eaton syndrome,
category,2,G73.2,VI,Other myasthenic syndromes in neoplastic disease,category,2,http://id.who.int/icd/entity/1297080916,http://id.who.int/icd/release/11/2022-02/mms/1297080916/unspecified,8D0Z,08,"Diseases of neuromuscular junction or muscle, unspecified",
category,2,G73.3,VI,Myasthenic syndromes in other diseases classified elsewhere,category,2,http://id.who.int/icd/entity/1297080916,http://id.who.int/icd/release/11/2022-02/mms/1297080916/unspecified,8D0Z,08,"Diseases of neuromuscular junction or muscle, unspecified",
category,2,G73.4,VI,Myopathy in infectious and parasitic diseases classified elsewhere,category,2,http://id.who.int/icd/entity/1297080916,http://id.who.int/icd/release/11/2022-02/mms/1297080916/unspecified,8D0Z,08,"Diseases of neuromuscular junction or muscle, unspecified",
category,2,G73.5,VI,Myopathy in endocrine diseases,category,2,http://id.who.int/icd/entity/1297080916,http://id.who.int/icd/release/11/2022-02/mms/1297080916/unspecified,8D0Z,08,"Diseases of neuromuscular junction or muscle, unspecified",
category,2,G73.6,VI,Myopathy in metabolic diseases,category,2,http://id.who.int/icd/entity/1297080916,http://id.who.int/icd/release/11/2022-02/mms/1297080916/unspecified,8D0Z,08,"Diseases of neuromuscular junction or muscle, unspecified",
category,2,G73.7,VI,Myopathy in other diseases classified elsewhere,category,2,http://id.who.int/icd/entity/1297080916,http://id.who.int/icd/release/11/2022-02/mms/1297080916/unspecified,8D0Z,08,"Diseases of neuromuscular junction or muscle, unspecified",
category,1,G80,VI,Cerebral palsy,category,1,http://id.who.int/icd/entity/76906748,http://id.who.int/icd/release/11/2022-02/mms/76906748/unspecified,8D2Z,08,"Cerebral palsy, unspecified",
block,1,G80-G83,VI,Cerebral palsy and other paralytic syndromes,category,1,http://id.who.int/icd/entity/76906748,http://id.who.int/icd/release/11/2022-02/mms/76906748/unspecified,8D2Z,08,"Cerebral palsy, unspecified",
category,2,G80.0,VI,Spastic quadriplegic cerebral palsy,category,2,http://id.who.int/icd/entity/1155284708,http://id.who.int/icd/release/11/2022-02/mms/1155284708,8D20.10,08,Spastic quadriplegic cerebral palsy,
category,2,G80.1,VI,Spastic diplegic cerebral palsy,category,2,http://id.who.int/icd/entity/563606390,http://id.who.int/icd/release/11/2022-02/mms/563606390,8D20.11,08,Spastic diplegic cerebral palsy,
category,2,G80.2,VI,Spastic hemiplegic cerebral palsy,category,2,http://id.who.int/icd/entity/1429906313,http://id.who.int/icd/release/11/2022-02/mms/1429906313,8D20.0,08,Spastic unilateral cerebral palsy,
category,2,G80.3,VI,Dyskinetic cerebral palsy,category,2,http://id.who.int/icd/entity/812740125,http://id.who.int/icd/release/11/2022-02/mms/812740125,8D21,08,Dyskinetic cerebral palsy,
category,2,G80.4,VI,Ataxic cerebral palsy,category,2,http://id.who.int/icd/entity/1134558601,http://id.who.int/icd/release/11/2022-02/mms/1134558601,8D22,08,Ataxic cerebral palsy,
category,2,G80.8,VI,Other cerebral palsy,category,2,http://id.who.int/icd/entity/76906748,http://id.who.int/icd/release/11/2022-02/mms/76906748/unspecified,8D2Z,08,"Cerebral palsy, unspecified",
category,2,G80.9,VI,"Cerebral palsy, unspecified",category,2,http://id.who.int/icd/entity/76906748,http://id.who.int/icd/release/11/2022-02/mms/76906748/unspecified,8D2Z,08,"Cerebral palsy, unspecified",
category,1,G81,VI,Hemiplegia,category,1,http://id.who.int/icd/entity/1641958762,http://id.who.int/icd/release/11/2022-02/mms/1641958762/unspecified,MB53.Z,21,"Hemiplegia, unspecified",
category,1,G81,VI,Hemiplegia,category,1,http://id.who.int/icd/entity/301329822,http://id.who.int/icd/release/11/2022-02/mms/774373615,MB53.0,21,Alternating hemiplegia,
category,2,G81.0,VI,Flaccid hemiplegia,category,2,http://id.who.int/icd/entity/1478817379,http://id.who.int/icd/release/11/2022-02/mms/1478817379,MB53.1,21,Flaccid hemiplegia,
category,2,G81.1,VI,Spastic hemiplegia,category,2,http://id.who.int/icd/entity/1030700023,http://id.who.int/icd/release/11/2022-02/mms/1030700023,MB53.2,21,Spastic hemiplegia,
category,2,G81.9,VI,"Hemiplegia, unspecified",category,2,http://id.who.int/icd/entity/1641958762,http://id.who.int/icd/release/11/2022-02/mms/1641958762/unspecified,MB53.Z,21,"Hemiplegia, unspecified",
category,2,G81.9,VI,"Hemiplegia, unspecified",category,2,http://id.who.int/icd/entity/301329822,http://id.who.int/icd/release/11/2022-02/mms/774373615,MB53.0,21,Alternating hemiplegia,
category,1,G82,VI,Paraplegia and tetraplegia,category,1,http://id.who.int/icd/entity/1212533558,http://id.who.int/icd/release/11/2022-02/mms/1212533558,MB56,21,Paraplegia,
category,1,G82,VI,Paraplegia and tetraplegia,category,1,http://id.who.int/icd/entity/583310882,http://id.who.int/icd/release/11/2022-02/mms/583310882/unspecified,MB50.Z,21,"Tetraplegia, unspecified",
category,2,G82.0,VI,Flaccid paraplegia,category,2,http://id.who.int/icd/entity/1212533558,http://id.who.int/icd/release/11/2022-02/mms/1212533558,MB56,21,Paraplegia,
category,2,G82.1,VI,Spastic paraplegia,category,2,http://id.who.int/icd/entity/1212533558,http://id.who.int/icd/release/11/2022-02/mms/1212533558,MB56,21,Paraplegia,
category,2,G82.2,VI,"Paraplegia, unspecified",category,2,http://id.who.int/icd/entity/1212533558,http://id.who.int/icd/release/11/2022-02/mms/1212533558,MB56,21,Paraplegia,
category,2,G82.3,VI,Flaccid tetraplegia,category,2,http://id.who.int/icd/entity/755893924,http://id.who.int/icd/release/11/2022-02/mms/755893924,MB50.0,21,Flaccid tetraplegia,
category,2,G82.4,VI,Spastic tetraplegia,category,2,http://id.who.int/icd/entity/1591776568,http://id.who.int/icd/release/11/2022-02/mms/1591776568,MB50.1,21,Spastic tetraplegia,
category,2,G82.5,VI,"Tetraplegia, unspecified",category,2,http://id.who.int/icd/entity/583310882,http://id.who.int/icd/release/11/2022-02/mms/583310882/unspecified,MB50.Z,21,"Tetraplegia, unspecified",
category,1,G83,VI,Other paralytic syndromes,category,1,http://id.who.int/icd/entity/1882771459,http://id.who.int/icd/release/11/2022-02/mms/1882771459/unspecified,MB5Z,21,"Paralytic symptoms, unspecified",
category,2,G83.0,VI,Diplegia of upper limbs,category,2,http://id.who.int/icd/entity/1163632348,http://id.who.int/icd/release/11/2022-02/mms/1163632348/unspecified,MB51.Z,21,"Diplegia of upper extremities, unspecified",
category,2,G83.1,VI,Monoplegia of lower limb,category,2,http://id.who.int/icd/entity/537940810,http://id.who.int/icd/release/11/2022-02/mms/537940810/unspecified,MB55.Z,21,"Monoplegia of lower extremity, unspecified",
category,2,G83.2,VI,Monoplegia of upper limb,category,2,http://id.who.int/icd/entity/1421673399,http://id.who.int/icd/release/11/2022-02/mms/1421673399/unspecified,MB54.Z,21,"Monoplegia of upper extremity, unspecified",
category,2,G83.2,VI,Monoplegia of upper limb,category,2,http://id.who.int/icd/entity/1086163419,http://id.who.int/icd/release/11/2022-02/mms/1718614123,MB54.0,21,Flaccid monoplegia of upper extremity,
category,2,G83.2,VI,Monoplegia of upper limb,category,2,http://id.who.int/icd/entity/1581049357,http://id.who.int/icd/release/11/2022-02/mms/1914238947,MB54.1,21,Spastic monoplegia of upper extremity,
category,2,G83.3,VI,"Monoplegia, unspecified",category,2,http://id.who.int/icd/entity/1055648143,http://id.who.int/icd/release/11/2022-02/mms/1882771459/unspecified,MB5Z,21,"Paralytic symptoms, unspecified",
category,2,G83.4,VI,Cauda equina syndrome,category,2,http://id.who.int/icd/entity/1490265028,http://id.who.int/icd/release/11/2022-02/mms/1490265028,8B40,08,Cauda equina syndrome,
category,2,G83.5,VI,Locked-in syndrome,category,2,http://id.who.int/icd/entity/17562655,http://id.who.int/icd/release/11/2022-02/mms/17562655,8E45,08,Locked-in syndrome,
category,2,G83.6,VI,Upper motor neuron facial paralysis,category,2,http://id.who.int/icd/entity/1640393055,http://id.who.int/icd/release/11/2022-02/mms/1640393055/unspecified,8B88.Z,08,"Disorders of facial nerve, unspecified",
category,2,G83.8,VI,Other specified paralytic syndromes,category,2,http://id.who.int/icd/entity/1882771459,http://id.who.int/icd/release/11/2022-02/mms/1882771459/unspecified,MB5Z,21,"Paralytic symptoms, unspecified",
category,2,G83.9,VI,"Paralytic syndrome, unspecified",category,2,http://id.who.int/icd/entity/1882771459,http://id.who.int/icd/release/11/2022-02/mms/1882771459/unspecified,MB5Z,21,"Paralytic symptoms, unspecified",
category,1,G90,VI,Disorders of autonomic nervous system,category,1,http://id.who.int/icd/entity/1397803237,http://id.who.int/icd/release/11/2022-02/mms/1397803237/unspecified,8D8Z,08,"Disorders of autonomic nervous system, unspecified",
block,1,G90-G99,VI,Other disorders of the nervous system,block,1,http://id.who.int/icd/entity/988657115,http://id.who.int/icd/release/11/2022-02/mms/988657115,,08,Other disorders of the nervous system,
category,2,G90.0,VI,Idiopathic peripheral autonomic neuropathy,category,2,http://id.who.int/icd/entity/1422269907,http://id.who.int/icd/release/11/2022-02/mms/1521910549/unspecified,8D88.Z,08,"Autonomic neuropathies, unspecified",
category,2,G90.1,VI,Familial dysautonomia [Riley-Day],category,2,http://id.who.int/icd/entity/831377479,http://id.who.int/icd/release/11/2022-02/mms/831377479,8C21.1,08,Hereditary sensory and autonomic neuropathy type III,
category,2,G90.2,VI,Horner syndrome,category,2,http://id.who.int/icd/entity/1159758008,http://id.who.int/icd/release/11/2022-02/mms/178756462,8D8A.1,08,Horner syndrome,
category,2,G90.4,VI,Autonomic dysreflexia,category,2,http://id.who.int/icd/entity/1401282234,http://id.who.int/icd/release/11/2022-02/mms/1401282234,8D8C,08,Autonomic dysreflexia,
category,2,G90.5,VI,Complex regional pain syndrome type I,category,2,http://id.who.int/icd/entity/2067142665,http://id.who.int/icd/release/11/2022-02/mms/1834504950,MG30.04,21,Complex regional pain syndrome,
category,2,G90.6,VI,Complex regional pain syndrome type II,category,2,http://id.who.int/icd/entity/1415867395,http://id.who.int/icd/release/11/2022-02/mms/1834504950,MG30.04,21,Complex regional pain syndrome,
category,2,G90.7,VI,"Complex regional pain syndrome, other and unspecified type",category,2,http://id.who.int/icd/entity/1834504950,http://id.who.int/icd/release/11/2022-02/mms/1834504950,MG30.04,21,Complex regional pain syndrome,
category,2,G90.8,VI,Other disorders of autonomic nervous system,category,2,http://id.who.int/icd/entity/1029892421,http://id.who.int/icd/release/11/2022-02/mms/1029892421,8E4A.1,08,Paraneoplastic or autoimmune disorders of the peripheral or autonomic nervous system,
category,2,G90.8,VI,Other disorders of autonomic nervous system,category,2,http://id.who.int/icd/entity/179917719,http://id.who.int/icd/release/11/2022-02/mms/1851919630/unspecified,8D43.2Z,08,"Neuropathy due to toxicity, unspecified",
category,2,G90.9,VI,"Disorder of autonomic nervous system, unspecified",category,2,http://id.who.int/icd/entity/1397803237,http://id.who.int/icd/release/11/2022-02/mms/1397803237/unspecified,8D8Z,08,"Disorders of autonomic nervous system, unspecified",
category,1,G91,VI,Hydrocephalus,category,1,http://id.who.int/icd/entity/574533444,http://id.who.int/icd/release/11/2022-02/mms/574533444/unspecified,8D64.Z,08,"Hydrocephalus, unspecified",
category,2,G91.0,VI,Communicating hydrocephalus,category,2,http://id.who.int/icd/entity/186577228,http://id.who.int/icd/release/11/2022-02/mms/186577228/unspecified,8D64.0Z,08,"Communicating hydrocephalus, unspecified",
category,2,G91.1,VI,Obstructive hydrocephalus,category,2,http://id.who.int/icd/entity/210183601,http://id.who.int/icd/release/11/2022-02/mms/210183601/unspecified,8D64.1Z,08,"Non-communicating hydrocephalus, unspecified",
category,2,G91.2,VI,Normal-pressure hydrocephalus,category,2,http://id.who.int/icd/entity/1507346489,http://id.who.int/icd/release/11/2022-02/mms/1507346489,8D64.04,08,Normal-pressure hydrocephalus,
category,2,G91.3,VI,"Post-traumatic hydrocephalus, unspecified",category,2,http://id.who.int/icd/entity/574533444,http://id.who.int/icd/release/11/2022-02/mms/574533444/unspecified,8D64.Z,08,"Hydrocephalus, unspecified",
category,2,G91.8,VI,Other hydrocephalus,category,2,http://id.who.int/icd/entity/574533444,http://id.who.int/icd/release/11/2022-02/mms/574533444/unspecified,8D64.Z,08,"Hydrocephalus, unspecified",
category,2,G91.9,VI,"Hydrocephalus, unspecified",category,2,http://id.who.int/icd/entity/574533444,http://id.who.int/icd/release/11/2022-02/mms/574533444/unspecified,8D64.Z,08,"Hydrocephalus, unspecified",
category,1,G92,VI,Toxic encephalopathy,category,1,http://id.who.int/icd/entity/932482258,http://id.who.int/icd/release/11/2022-02/mms/932482258/unspecified,8D43.0Z,08,"Encephalopathy due to toxicity, unspecified",
category,1,G93,VI,Other disorders of brain,block,1,http://id.who.int/icd/entity/988657115,http://id.who.int/icd/release/11/2022-02/mms/988657115,,08,Other disorders of the nervous system,
category,2,G93.0,VI,Cerebral cysts,category,2,http://id.who.int/icd/entity/39546655,http://id.who.int/icd/release/11/2022-02/mms/39546655,8D68,08,Porencephalic cyst,
category,2,G93.0,VI,Cerebral cysts,category,2,http://id.who.int/icd/entity/1314030884,http://id.who.int/icd/release/11/2022-02/mms/23958598/unspecified,8D6Z,08,"Disorders of cerebrospinal fluid pressure or flow, unspecified",
category,2,G93.0,VI,Cerebral cysts,category,2,http://id.who.int/icd/entity/943887241,http://id.who.int/icd/release/11/2022-02/mms/943887241,8D67,08,Intracranial arachnoid cyst,
category,2,G93.1,VI,"Anoxic brain damage, not elsewhere classified",category,2,http://id.who.int/icd/entity/805990521,http://id.who.int/icd/release/11/2022-02/mms/805990521,8B24,08,Hypoxic-ischaemic encephalopathy,
category,2,G93.1,VI,"Anoxic brain damage, not elsewhere classified",category,2,http://id.who.int/icd/entity/1199499236,http://id.who.int/icd/release/11/2022-02/mms/1199499236,8E65,08,Anoxic-ischaemic encephalopathy,
category,2,G93.2,VI,Benign intracranial hypertension,category,2,http://id.who.int/icd/entity/925785183,http://id.who.int/icd/release/11/2022-02/mms/925785183/unspecified,8D60.Z,08,"Increased intracranial pressure, unspecified",
category,2,G93.3,VI,Postviral fatigue syndrome,category,2,http://id.who.int/icd/entity/569175314,http://id.who.int/icd/release/11/2022-02/mms/569175314,8E49,08,Postviral fatigue syndrome,
category,2,G93.4,VI,"Encephalopathy, unspecified",category,2,http://id.who.int/icd/entity/1375895174,http://id.who.int/icd/release/11/2022-02/mms/1375895174,8E47,08,"Encephalopathy, not elsewhere classified",
category,2,G93.4,VI,"Encephalopathy, unspecified",category,2,http://id.who.int/icd/entity/1445382314,http://id.who.int/icd/release/11/2022-02/mms/496011112,8E4A.0,08,"Paraneoplastic or autoimmune disorders of the central nervous system, brain or spinal cord",
category,2,G93.4,VI,"Encephalopathy, unspecified",category,2,http://id.who.int/icd/entity/1874488044,http://id.who.int/icd/release/11/2022-02/mms/1874488044,8E63,08,Post pump encephalopathy,
category,2,G93.5,VI,Compression of brain,category,2,http://id.who.int/icd/entity/927576852,http://id.who.int/icd/release/11/2022-02/mms/927576852,KB07,19,Compression of brain in neonate,
category,2,G93.6,VI,Cerebral oedema,category,2,http://id.who.int/icd/entity/1139074029,http://id.who.int/icd/release/11/2022-02/mms/1139074029,8D60.1,08,Cerebral oedema,
category,2,G93.7,VI,Reye syndrome,category,2,http://id.who.int/icd/entity/649014905,http://id.who.int/icd/release/11/2022-02/mms/649014905,8E46,08,Reye syndrome,
category,2,G93.8,VI,Other specified disorders of brain,block,2,http://id.who.int/icd/entity/988657115,http://id.who.int/icd/release/11/2022-02/mms/988657115,,08,Other disorders of the nervous system,
category,2,G93.9,VI,"Disorder of brain, unspecified",block,2,http://id.who.int/icd/entity/988657115,http://id.who.int/icd/release/11/2022-02/mms/988657115,,08,Other disorders of the nervous system,
category,1,G94,VI,Other disorders of brain in diseases classified elsewhere,category,1,http://id.who.int/icd/entity/1058231555,http://id.who.int/icd/release/11/2022-02/mms/1058231555,8E4A,08,Paraneoplastic or autoimmune disorders of the nervous system,
category,1,G94,VI,Other disorders of brain in diseases classified elsewhere,category,1,http://id.who.int/icd/entity/574533444,http://id.who.int/icd/release/11/2022-02/mms/574533444/unspecified,8D64.Z,08,"Hydrocephalus, unspecified",
category,2,G94.0,VI,Hydrocephalus in infectious and parasitic diseases classified elsewhere,category,2,http://id.who.int/icd/entity/1221858018,http://id.who.int/icd/release/11/2022-02/mms/186577228/unspecified,8D64.0Z,08,"Communicating hydrocephalus, unspecified",
category,2,G94.1,VI,Hydrocephalus in neoplastic disease,category,2,http://id.who.int/icd/entity/1058231555,http://id.who.int/icd/release/11/2022-02/mms/1058231555,8E4A,08,Paraneoplastic or autoimmune disorders of the nervous system,
category,2,G94.1,VI,Hydrocephalus in neoplastic disease,category,2,http://id.who.int/icd/entity/574533444,http://id.who.int/icd/release/11/2022-02/mms/574533444/unspecified,8D64.Z,08,"Hydrocephalus, unspecified",
category,2,G94.2,VI,Hydrocephalus in other diseases classified elsewhere,category,2,http://id.who.int/icd/entity/1058231555,http://id.who.int/icd/release/11/2022-02/mms/1058231555,8E4A,08,Paraneoplastic or autoimmune disorders of the nervous system,
category,2,G94.2,VI,Hydrocephalus in other diseases classified elsewhere,category,2,http://id.who.int/icd/entity/574533444,http://id.who.int/icd/release/11/2022-02/mms/574533444/unspecified,8D64.Z,08,"Hydrocephalus, unspecified",
category,2,G94.3,VI,Encephalopathy in diseases classified elsewhere,category,2,http://id.who.int/icd/entity/1375895174,http://id.who.int/icd/release/11/2022-02/mms/1375895174,8E47,08,"Encephalopathy, not elsewhere classified",
category,2,G94.8,VI,Other specified disorders of brain in diseases classified elsewhere,block,2,http://id.who.int/icd/entity/988657115,http://id.who.int/icd/release/11/2022-02/mms/988657115,,08,Other disorders of the nervous system,
category,1,G95,VI,Other diseases of spinal cord,category,1,http://id.who.int/icd/entity/1925186604,http://id.who.int/icd/release/11/2022-02/mms/1925186604/unspecified,8D66.Z,08,"Syringomyelia or syringobulbia, unspecified",
category,1,G95,VI,Other diseases of spinal cord,category,1,http://id.who.int/icd/entity/1092481810,http://id.who.int/icd/release/11/2022-02/mms/2021326314/unspecified,8B4Z,08,"Spinal cord disorders excluding trauma, unspecified",
category,1,G95,VI,Other diseases of spinal cord,category,1,http://id.who.int/icd/entity/27202246,http://id.who.int/icd/release/11/2022-02/mms/27202246,8B43.1,08,Acute venous infarction of the spinal cord,
category,1,G95,VI,Other diseases of spinal cord,category,1,http://id.who.int/icd/entity/441598289,http://id.who.int/icd/release/11/2022-02/mms/441598289,8B43.0,08,Acute arterial infarction of the spinal cord,
category,1,G95,VI,Other diseases of spinal cord,category,1,http://id.who.int/icd/entity/906769340,http://id.who.int/icd/release/11/2022-02/mms/906769340,8B43.2,08,Chronic venous infarction of the spinal cord,
category,1,G95,VI,Other diseases of spinal cord,category,1,http://id.who.int/icd/entity/219469285,http://id.who.int/icd/release/11/2022-02/mms/740682437,8B42,08,Myelopathy,
category,1,G95,VI,Other diseases of spinal cord,category,1,http://id.who.int/icd/entity/1618667674,http://id.who.int/icd/release/11/2022-02/mms/496011112,8E4A.0,08,"Paraneoplastic or autoimmune disorders of the central nervous system, brain or spinal cord",
category,1,G95,VI,Other diseases of spinal cord,category,1,http://id.who.int/icd/entity/380352762,http://id.who.int/icd/release/11/2022-02/mms/344973791/unspecified,8B44.Z,08,"Degenerative myelopathic disorders, unspecified",
category,1,G95,VI,Other diseases of spinal cord,category,1,http://id.who.int/icd/entity/889563712,http://id.who.int/icd/release/11/2022-02/mms/889563712/unspecified,8B43.Z,08,"Non-compressive vascular myelopathies, unspecified",
category,2,G95.0,VI,Syringomyelia and syringobulbia,category,2,http://id.who.int/icd/entity/1925186604,http://id.who.int/icd/release/11/2022-02/mms/1925186604/unspecified,8D66.Z,08,"Syringomyelia or syringobulbia, unspecified",
category,2,G95.1,VI,Vascular myelopathies,category,2,http://id.who.int/icd/entity/1092481810,http://id.who.int/icd/release/11/2022-02/mms/2021326314/unspecified,8B4Z,08,"Spinal cord disorders excluding trauma, unspecified",
category,2,G95.1,VI,Vascular myelopathies,category,2,http://id.who.int/icd/entity/27202246,http://id.who.int/icd/release/11/2022-02/mms/27202246,8B43.1,08,Acute venous infarction of the spinal cord,
category,2,G95.1,VI,Vascular myelopathies,category,2,http://id.who.int/icd/entity/441598289,http://id.who.int/icd/release/11/2022-02/mms/441598289,8B43.0,08,Acute arterial infarction of the spinal cord,
category,2,G95.1,VI,Vascular myelopathies,category,2,http://id.who.int/icd/entity/906769340,http://id.who.int/icd/release/11/2022-02/mms/906769340,8B43.2,08,Chronic venous infarction of the spinal cord,
category,2,G95.2,VI,"Cord compression, unspecified",category,2,http://id.who.int/icd/entity/219469285,http://id.who.int/icd/release/11/2022-02/mms/740682437,8B42,08,Myelopathy,
category,2,G95.2,VI,"Cord compression, unspecified",category,2,http://id.who.int/icd/entity/1097813015,http://id.who.int/icd/release/11/2022-02/mms/2021326314/unspecified,8B4Z,08,"Spinal cord disorders excluding trauma, unspecified",
category,2,G95.8,VI,Other specified diseases of spinal cord,category,2,http://id.who.int/icd/entity/1001043403,http://id.who.int/icd/release/11/2022-02/mms/740682437,8B42,08,Myelopathy,
category,2,G95.8,VI,Other specified diseases of spinal cord,category,2,http://id.who.int/icd/entity/1618667674,http://id.who.int/icd/release/11/2022-02/mms/496011112,8E4A.0,08,"Paraneoplastic or autoimmune disorders of the central nervous system, brain or spinal cord",
category,2,G95.9,VI,"Disease of spinal cord, unspecified",category,2,http://id.who.int/icd/entity/2021326314,http://id.who.int/icd/release/11/2022-02/mms/2021326314/unspecified,8B4Z,08,"Spinal cord disorders excluding trauma, unspecified",
category,2,G95.9,VI,"Disease of spinal cord, unspecified",category,2,http://id.who.int/icd/entity/380352762,http://id.who.int/icd/release/11/2022-02/mms/344973791/unspecified,8B44.Z,08,"Degenerative myelopathic disorders, unspecified",
category,2,G95.9,VI,"Disease of spinal cord, unspecified",category,2,http://id.who.int/icd/entity/889563712,http://id.who.int/icd/release/11/2022-02/mms/889563712/unspecified,8B43.Z,08,"Non-compressive vascular myelopathies, unspecified",
category,1,G96,VI,Other disorders of central nervous system,category,1,http://id.who.int/icd/entity/501432887,http://id.who.int/icd/release/11/2022-02/mms/501432887,8D65,08,Cerebrospinal fluid fistula,
category,1,G96,VI,Other disorders of central nervous system,category,1,http://id.who.int/icd/entity/1951379921,http://id.who.int/icd/release/11/2022-02/mms/1951379921,8D62,08,Cerebrospinal fluid rhinorrhoea,
category,1,G96,VI,Other disorders of central nervous system,category,1,http://id.who.int/icd/entity/396857647,http://id.who.int/icd/release/11/2022-02/mms/396857647,8D63,08,Cerebrospinal fluid otorrhoea,
category,1,G96,VI,Other disorders of central nervous system,category,1,http://id.who.int/icd/entity/1484793938,http://id.who.int/icd/release/11/2022-02/mms/23958598/unspecified,8D6Z,08,"Disorders of cerebrospinal fluid pressure or flow, unspecified",
category,2,G96.0,VI,Cerebrospinal fluid leak,category,2,http://id.who.int/icd/entity/501432887,http://id.who.int/icd/release/11/2022-02/mms/501432887,8D65,08,Cerebrospinal fluid fistula,
category,2,G96.0,VI,Cerebrospinal fluid leak,category,2,http://id.who.int/icd/entity/1951379921,http://id.who.int/icd/release/11/2022-02/mms/1951379921,8D62,08,Cerebrospinal fluid rhinorrhoea,
category,2,G96.0,VI,Cerebrospinal fluid leak,category,2,http://id.who.int/icd/entity/396857647,http://id.who.int/icd/release/11/2022-02/mms/396857647,8D63,08,Cerebrospinal fluid otorrhoea,
category,2,G96.1,VI,"Disorders of meninges, not elsewhere classified",category,2,http://id.who.int/icd/entity/1484793938,http://id.who.int/icd/release/11/2022-02/mms/23958598/unspecified,8D6Z,08,"Disorders of cerebrospinal fluid pressure or flow, unspecified",
category,2,G96.8,VI,Other specified disorders of central nervous system,category,2,http://id.who.int/icd/entity/1296093776,http://id.who.int/icd/release/11/2022-02/mms/1296093776/unspecified,8E7Z,08,"Diseases of the nervous system, unspecified",
category,2,G96.9,VI,"Disorder of central nervous system, unspecified",category,2,http://id.who.int/icd/entity/1296093776,http://id.who.int/icd/release/11/2022-02/mms/1296093776/unspecified,8E7Z,08,"Diseases of the nervous system, unspecified",
category,1,G97,VI,"Postprocedural disorders of nervous system, not elsewhere classified",block,1,http://id.who.int/icd/entity/1510094736,http://id.who.int/icd/release/11/2022-02/mms/1510094736,,08,Postprocedural disorders of the nervous system,
category,2,G97.0,VI,Cerebrospinal fluid leak from spinal puncture,category,2,http://id.who.int/icd/entity/1699025491,http://id.who.int/icd/release/11/2022-02/mms/501432887,8D65,08,Cerebrospinal fluid fistula,
category,2,G97.1,VI,Other reaction to spinal and lumbar puncture,category,2,http://id.who.int/icd/entity/442261402,http://id.who.int/icd/release/11/2022-02/mms/296971178/unspecified,8A84.Z,08,"Secondary headache, unspecified",
category,2,G97.2,VI,Intracranial hypotension following ventricular shunting,category,2,http://id.who.int/icd/entity/2119823866,http://id.who.int/icd/release/11/2022-02/mms/2119823866,8E60,08,Post ventricular shunting leak,
category,2,G97.8,VI,Other postprocedural disorders of nervous system,block,2,http://id.who.int/icd/entity/1510094736,http://id.who.int/icd/release/11/2022-02/mms/1510094736,,08,Postprocedural disorders of the nervous system,
category,2,G97.8,VI,Other postprocedural disorders of nervous system,category,2,http://id.who.int/icd/entity/1332723298,http://id.who.int/icd/release/11/2022-02/mms/1639304259/unspecified,EM0Z,14,Skin disease of unspecified nature,
category,2,G97.8,VI,Other postprocedural disorders of nervous system,category,2,http://id.who.int/icd/entity/1264526752,http://id.who.int/icd/release/11/2022-02/mms/1264526752,8E64,08,Multifocal cerebral infarctions,
category,2,G97.9,VI,"Postprocedural disorder of nervous system, unspecified",block,2,http://id.who.int/icd/entity/1510094736,http://id.who.int/icd/release/11/2022-02/mms/1510094736,,08,Postprocedural disorders of the nervous system,
category,1,G98,VI,"Other disorders of nervous system, not elsewhere classified",block,1,http://id.who.int/icd/entity/988657115,http://id.who.int/icd/release/11/2022-02/mms/988657115,,08,Other disorders of the nervous system,
category,1,G99,VI,Other disorders of nervous system in diseases classified elsewhere,category,1,http://id.who.int/icd/entity/1521910549,http://id.who.int/icd/release/11/2022-02/mms/1521910549/unspecified,8D88.Z,08,"Autonomic neuropathies, unspecified",
category,1,G99,VI,Other disorders of nervous system in diseases classified elsewhere,category,1,http://id.who.int/icd/entity/740682437,http://id.who.int/icd/release/11/2022-02/mms/740682437,8B42,08,Myelopathy,
category,2,G99.0,VI,Autonomic neuropathy in endocrine and metabolic diseases,category,2,http://id.who.int/icd/entity/1036220334,http://id.who.int/icd/release/11/2022-02/mms/1036220334,8D88.4,08,Autonomic neuropathy in endocrine and metabolic diseases,
category,2,G99.1,VI,Other disorders of autonomic nervous system in other diseases classified elsewhere,category,2,http://id.who.int/icd/entity/127264300,http://id.who.int/icd/release/11/2022-02/mms/127264300,8D88.0,08,Autonomic neuropathy due to sodium channelopathies,
